BHK,SFT,CITY,CONSTRUCTION TYPE,FURNITURE TYPE,PRICE
4,3880,GNT,INDP,NO," 1,94,00,000.00 "
4,4983,KKD,FLAT,NO," 2,24,23,500.00 "
4,4025,HYD,FLAT,NO," 2,41,50,000.00 "
4,4395,GNT,INDP,FULLY," 2,20,62,900.00 "
4,4362,GNT,INDP,PARTIAL," 2,18,53,620.00 "
4,3617,KKD,FLAT,NO," 1,62,76,500.00 "
4,4077,HYD,FLAT,NO," 2,44,62,000.00 "
4,4189,TPT,FLAT,FULLY," 2,35,42,180.00 "
4,4612,GNT,INDP,PARTIAL," 2,31,06,120.00 "
4,4614,TPT,INDP,NO," 2,58,38,400.00 "
4,4225,HYD,FLAT,NO," 2,53,50,000.00 "
4,3698,HYD,FLAT,NO," 2,21,88,000.00 "
4,4766,GNT,INDP,FULLY," 2,39,25,320.00 "
4,4271,GNT,INDP,PARTIAL," 2,13,97,710.00 "
4,4856,VIJ,FLAT,NO," 2,62,22,400.00 "
4,3992,HYD,FLAT,NO," 2,39,52,000.00 "
4,3834,HYD,FLAT,FULLY," 2,30,80,680.00 "
4,3579,GNT,INDP,PARTIAL," 1,79,30,790.00 "
4,4978,GNT,INDP,NO," 2,48,90,000.00 "
4,3829,KKD,FLAT,NO," 1,72,30,500.00 "
4,4266,HYD,FLAT,NO," 2,55,96,000.00 "
4,4489,GNT,INDP,FULLY," 2,25,34,780.00 "
4,4320,GNT,INDP,PARTIAL," 2,16,43,200.00 "
4,4992,KKD,FLAT,NO," 2,24,64,000.00 "
4,4784,HYD,FLAT,NO," 2,87,04,000.00 "
4,3990,TPT,FLAT,FULLY," 2,24,23,800.00 "
4,4718,GNT,INDP,PARTIAL," 2,36,37,180.00 "
4,3808,TPT,INDP,NO," 2,13,24,800.00 "
4,3555,HYD,FLAT,NO," 2,13,30,000.00 "
4,4686,HYD,FLAT,NO," 2,81,16,000.00 "
4,4743,GNT,INDP,FULLY," 2,38,09,860.00 "
4,4548,GNT,INDP,PARTIAL," 2,27,85,480.00 "
4,4568,VIJ,FLAT,NO," 2,46,67,200.00 "
4,4005,HYD,FLAT,NO," 2,40,30,000.00 "
4,3533,HYD,FLAT,FULLY," 2,12,68,660.00 "
4,4872,GNT,INDP,PARTIAL," 2,44,08,720.00 "
4,5000,GNT,INDP,NO," 2,50,00,000.00 "
4,4584,KKD,FLAT,NO," 2,06,28,000.00 "
4,4934,HYD,FLAT,NO," 2,96,04,000.00 "
4,3733,GNT,INDP,FULLY," 1,87,39,660.00 "
4,4099,GNT,INDP,PARTIAL," 2,05,35,990.00 "
4,4626,KKD,FLAT,NO," 2,08,17,000.00 "
4,4710,HYD,FLAT,NO," 2,82,60,000.00 "
4,3747,TPT,FLAT,FULLY," 2,10,58,140.00 "
4,4640,GNT,INDP,PARTIAL," 2,32,46,400.00 "
4,4934,TPT,INDP,NO," 2,76,30,400.00 "
4,4131,HYD,FLAT,NO," 2,47,86,000.00 "
4,3645,HYD,FLAT,NO," 2,18,70,000.00 "
4,4327,GNT,INDP,FULLY," 2,17,21,540.00 "
4,4300,GNT,INDP,PARTIAL," 2,15,43,000.00 "
4,4705,VIJ,FLAT,NO," 2,54,07,000.00 "
4,4515,HYD,FLAT,NO," 2,70,90,000.00 "
4,3861,HYD,FLAT,FULLY," 2,32,43,220.00 "
4,4997,GNT,INDP,PARTIAL," 2,50,34,970.00 "
4,4180,GNT,INDP,NO," 2,09,00,000.00 "
4,4581,KKD,FLAT,NO," 2,06,14,500.00 "
4,4669,HYD,FLAT,NO," 2,80,14,000.00 "
4,4800,GNT,INDP,FULLY," 2,40,96,000.00 "
4,4979,GNT,INDP,PARTIAL," 2,49,44,790.00 "
4,4799,KKD,FLAT,NO," 2,15,95,500.00 "
4,3732,HYD,FLAT,NO," 2,23,92,000.00 "
4,3698,TPT,FLAT,FULLY," 2,07,82,760.00 "
4,4088,GNT,INDP,PARTIAL," 2,04,80,880.00 "
4,4308,TPT,INDP,NO," 2,41,24,800.00 "
4,4053,HYD,FLAT,NO," 2,43,18,000.00 "
4,4359,HYD,FLAT,NO," 2,61,54,000.00 "
4,3504,GNT,INDP,FULLY," 1,75,90,080.00 "
4,4059,GNT,INDP,PARTIAL," 2,03,35,590.00 "
4,4578,VIJ,FLAT,NO," 2,47,21,200.00 "
4,4566,HYD,FLAT,NO," 2,73,96,000.00 "
4,3730,HYD,FLAT,FULLY," 2,24,54,600.00 "
4,4474,GNT,INDP,PARTIAL," 2,24,14,740.00 "
4,4973,GNT,INDP,NO," 2,48,65,000.00 "
4,4466,KKD,FLAT,NO," 2,00,97,000.00 "
4,4898,HYD,FLAT,NO," 2,93,88,000.00 "
4,4815,GNT,INDP,FULLY," 2,41,71,300.00 "
4,4620,GNT,INDP,PARTIAL," 2,31,46,200.00 "
4,4018,KKD,FLAT,NO," 1,80,81,000.00 "
4,4271,HYD,FLAT,NO," 2,56,26,000.00 "
4,3983,TPT,FLAT,FULLY," 2,23,84,460.00 "
4,3855,GNT,INDP,PARTIAL," 1,93,13,550.00 "
4,4257,TPT,INDP,NO," 2,38,39,200.00 "
4,3767,HYD,FLAT,NO," 2,26,02,000.00 "
4,3842,HYD,FLAT,NO," 2,30,52,000.00 "
4,4760,GNT,INDP,FULLY," 2,38,95,200.00 "
4,4713,GNT,INDP,PARTIAL," 2,36,12,130.00 "
4,4607,VIJ,FLAT,NO," 2,48,77,800.00 "
4,3835,HYD,FLAT,NO," 2,30,10,000.00 "
4,3680,HYD,FLAT,FULLY," 2,21,53,600.00 "
4,3659,GNT,INDP,PARTIAL," 1,83,31,590.00 "
4,3851,GNT,INDP,NO," 1,92,55,000.00 "
4,4408,KKD,FLAT,NO," 1,98,36,000.00 "
4,3774,HYD,FLAT,NO," 2,26,44,000.00 "
4,4983,GNT,INDP,FULLY," 2,50,14,660.00 "
4,3870,GNT,INDP,PARTIAL," 1,93,88,700.00 "
4,4723,KKD,FLAT,NO," 2,12,53,500.00 "
4,4795,HYD,FLAT,NO," 2,87,70,000.00 "
4,3546,TPT,FLAT,FULLY," 1,99,28,520.00 "
4,3656,GNT,INDP,PARTIAL," 1,83,16,560.00 "
4,4465,TPT,INDP,NO," 2,50,04,000.00 "
4,3869,HYD,FLAT,NO," 2,32,14,000.00 "
4,4610,HYD,FLAT,NO," 2,76,60,000.00 "
4,4641,GNT,INDP,FULLY," 2,32,97,820.00 "
4,4537,GNT,INDP,PARTIAL," 2,27,30,370.00 "
4,4859,VIJ,FLAT,NO," 2,62,38,600.00 "
4,3583,HYD,FLAT,NO," 2,14,98,000.00 "
4,4942,HYD,FLAT,FULLY," 2,97,50,840.00 "
4,3532,GNT,INDP,PARTIAL," 1,76,95,320.00 "
4,3678,GNT,INDP,NO," 1,83,90,000.00 "
4,3627,KKD,FLAT,NO," 1,63,21,500.00 "
4,4382,HYD,FLAT,NO," 2,62,92,000.00 "
4,4579,GNT,INDP,FULLY," 2,29,86,580.00 "
4,3667,GNT,INDP,PARTIAL," 1,83,71,670.00 "
4,4294,KKD,FLAT,NO," 1,93,23,000.00 "
4,3943,HYD,FLAT,NO," 2,36,58,000.00 "
4,3910,TPT,FLAT,FULLY," 2,19,74,200.00 "
4,4785,GNT,INDP,PARTIAL," 2,39,72,850.00 "
4,4943,TPT,INDP,NO," 2,76,80,800.00 "
4,4516,HYD,FLAT,NO," 2,70,96,000.00 "
4,4490,HYD,FLAT,NO," 2,69,40,000.00 "
4,4996,GNT,INDP,FULLY," 2,50,79,920.00 "
4,4694,GNT,INDP,PARTIAL," 2,35,16,940.00 "
4,3540,VIJ,FLAT,NO," 1,91,16,000.00 "
4,4126,HYD,FLAT,NO," 2,47,56,000.00 "
4,4429,HYD,FLAT,FULLY," 2,66,62,580.00 "
4,3672,GNT,INDP,PARTIAL," 1,83,96,720.00 "
4,4600,GNT,INDP,NO," 2,30,00,000.00 "
4,3539,KKD,FLAT,NO," 1,59,25,500.00 "
4,3722,HYD,FLAT,NO," 2,23,32,000.00 "
4,4516,GNT,INDP,FULLY," 2,26,70,320.00 "
4,4802,GNT,INDP,PARTIAL," 2,40,58,020.00 "
4,4103,KKD,FLAT,NO," 1,84,63,500.00 "
4,4192,HYD,FLAT,NO," 2,51,52,000.00 "
4,4248,TPT,FLAT,FULLY," 2,38,73,760.00 "
4,3918,GNT,INDP,PARTIAL," 1,96,29,180.00 "
4,3533,TPT,INDP,NO," 1,97,84,800.00 "
4,3583,HYD,FLAT,NO," 2,14,98,000.00 "
4,4717,HYD,FLAT,NO," 2,83,02,000.00 "
4,3553,GNT,INDP,FULLY," 1,78,36,060.00 "
4,4684,GNT,INDP,PARTIAL," 2,34,66,840.00 "
4,4871,VIJ,FLAT,NO," 2,63,03,400.00 "
4,4437,HYD,FLAT,NO," 2,66,22,000.00 "
4,4336,HYD,FLAT,FULLY," 2,61,02,720.00 "
4,4015,GNT,INDP,PARTIAL," 2,01,15,150.00 "
4,4831,GNT,INDP,NO," 2,41,55,000.00 "
4,3834,KKD,FLAT,NO," 1,72,53,000.00 "
4,3634,HYD,FLAT,NO," 2,18,04,000.00 "
4,3609,GNT,INDP,FULLY," 1,81,17,180.00 "
4,4363,GNT,INDP,PARTIAL," 2,18,58,630.00 "
4,4406,KKD,FLAT,NO," 1,98,27,000.00 "
4,3685,HYD,FLAT,NO," 2,21,10,000.00 "
4,4218,TPT,FLAT,FULLY," 2,37,05,160.00 "
4,4048,GNT,INDP,PARTIAL," 2,02,80,480.00 "
4,4062,TPT,INDP,NO," 2,27,47,200.00 "
4,3579,HYD,FLAT,NO," 2,14,74,000.00 "
4,4345,HYD,FLAT,NO," 2,60,70,000.00 "
4,3559,GNT,INDP,FULLY," 1,78,66,180.00 "
4,3674,GNT,INDP,PARTIAL," 1,84,06,740.00 "
4,4431,VIJ,FLAT,NO," 2,39,27,400.00 "
4,4463,HYD,FLAT,NO," 2,67,78,000.00 "
4,4703,HYD,FLAT,FULLY," 2,83,12,060.00 "
4,3607,GNT,INDP,PARTIAL," 1,80,71,070.00 "
4,4226,GNT,INDP,NO," 2,11,30,000.00 "
4,3683,KKD,FLAT,NO," 1,65,73,500.00 "
4,4403,HYD,FLAT,NO," 2,64,18,000.00 "
4,3950,GNT,INDP,FULLY," 1,98,29,000.00 "
4,4787,GNT,INDP,PARTIAL," 2,39,82,870.00 "
4,3532,KKD,FLAT,NO," 1,58,94,000.00 "
4,3882,HYD,FLAT,NO," 2,32,92,000.00 "
4,4554,TPT,FLAT,FULLY," 2,55,93,480.00 "
4,4528,GNT,INDP,PARTIAL," 2,26,85,280.00 "
4,4580,TPT,INDP,NO," 2,56,48,000.00 "
4,4160,HYD,FLAT,NO," 2,49,60,000.00 "
4,3904,HYD,FLAT,NO," 2,34,24,000.00 "
4,3827,GNT,INDP,FULLY," 1,92,11,540.00 "
4,3728,GNT,INDP,PARTIAL," 1,86,77,280.00 "
4,3805,VIJ,FLAT,NO," 2,05,47,000.00 "
4,3565,HYD,FLAT,NO," 2,13,90,000.00 "
4,4241,HYD,FLAT,FULLY," 2,55,30,820.00 "
4,4602,GNT,INDP,PARTIAL," 2,30,56,020.00 "
4,4004,GNT,INDP,NO," 2,00,20,000.00 "
4,4815,KKD,FLAT,NO," 2,16,67,500.00 "
4,4427,HYD,FLAT,NO," 2,65,62,000.00 "
4,4115,GNT,INDP,FULLY," 2,06,57,300.00 "
4,4707,GNT,INDP,PARTIAL," 2,35,82,070.00 "
4,3782,KKD,FLAT,NO," 1,70,19,000.00 "
4,4711,HYD,FLAT,NO," 2,82,66,000.00 "
4,3758,TPT,FLAT,FULLY," 2,11,19,960.00 "
4,4951,GNT,INDP,PARTIAL," 2,48,04,510.00 "
4,4668,TPT,INDP,NO," 2,61,40,800.00 "
4,4438,HYD,FLAT,NO," 2,66,28,000.00 "
4,3519,HYD,FLAT,NO," 2,11,14,000.00 "
4,4731,GNT,INDP,FULLY," 2,37,49,620.00 "
4,4758,GNT,INDP,PARTIAL," 2,38,37,580.00 "
4,3534,VIJ,FLAT,NO," 1,90,83,600.00 "
4,4625,HYD,FLAT,NO," 2,77,50,000.00 "
4,4971,HYD,FLAT,FULLY," 2,99,25,420.00 "
4,3810,GNT,INDP,PARTIAL," 1,90,88,100.00 "
4,3578,GNT,INDP,NO," 1,78,90,000.00 "
4,4141,KKD,FLAT,NO," 1,86,34,500.00 "
4,4285,HYD,FLAT,NO," 2,57,10,000.00 "
4,3527,GNT,INDP,FULLY," 1,77,05,540.00 "
4,4807,GNT,INDP,PARTIAL," 2,40,83,070.00 "
4,3975,KKD,FLAT,NO," 1,78,87,500.00 "
4,4830,HYD,FLAT,NO," 2,89,80,000.00 "
4,4706,TPT,FLAT,FULLY," 2,64,47,720.00 "
4,3625,GNT,INDP,PARTIAL," 1,81,61,250.00 "
4,4498,TPT,INDP,NO," 2,51,88,800.00 "
4,4853,HYD,FLAT,NO," 2,91,18,000.00 "
4,4861,HYD,FLAT,NO," 2,91,66,000.00 "
4,4735,GNT,INDP,FULLY," 2,37,69,700.00 "
4,3945,GNT,INDP,PARTIAL," 1,97,64,450.00 "
4,4522,VIJ,FLAT,NO," 2,44,18,800.00 "
4,4071,HYD,FLAT,NO," 2,44,26,000.00 "
4,4216,HYD,FLAT,FULLY," 2,53,80,320.00 "
4,3684,GNT,INDP,PARTIAL," 1,84,56,840.00 "
4,4365,GNT,INDP,NO," 2,18,25,000.00 "
4,4049,KKD,FLAT,NO," 1,82,20,500.00 "
4,4565,HYD,FLAT,NO," 2,73,90,000.00 "
4,4151,GNT,INDP,FULLY," 2,08,38,020.00 "
4,3775,GNT,INDP,PARTIAL," 1,89,12,750.00 "
4,3831,KKD,FLAT,NO," 1,72,39,500.00 "
4,3755,HYD,FLAT,NO," 2,25,30,000.00 "
4,4819,TPT,FLAT,FULLY," 2,70,82,780.00 "
4,3636,GNT,INDP,PARTIAL," 1,82,16,360.00 "
4,4444,TPT,INDP,NO," 2,48,86,400.00 "
4,3597,HYD,FLAT,NO," 2,15,82,000.00 "
4,4201,HYD,FLAT,NO," 2,52,06,000.00 "
4,4943,GNT,INDP,FULLY," 2,48,13,860.00 "
4,3862,GNT,INDP,PARTIAL," 1,93,48,620.00 "
4,4303,VIJ,FLAT,NO," 2,32,36,200.00 "
4,3940,HYD,FLAT,NO," 2,36,40,000.00 "
4,4537,HYD,FLAT,FULLY," 2,73,12,740.00 "
4,4221,GNT,INDP,PARTIAL," 2,11,47,210.00 "
4,4512,GNT,INDP,NO," 2,25,60,000.00 "
4,3974,KKD,FLAT,NO," 1,78,83,000.00 "
4,3871,HYD,FLAT,NO," 2,32,26,000.00 "
4,3911,GNT,INDP,FULLY," 1,96,33,220.00 "
4,3690,GNT,INDP,PARTIAL," 1,84,86,900.00 "
4,3724,KKD,FLAT,NO," 1,67,58,000.00 "
4,3936,HYD,FLAT,NO," 2,36,16,000.00 "
4,3668,TPT,FLAT,FULLY," 2,06,14,160.00 "
4,4066,GNT,INDP,PARTIAL," 2,03,70,660.00 "
4,3502,TPT,INDP,NO," 1,96,11,200.00 "
4,3657,HYD,FLAT,NO," 2,19,42,000.00 "
4,4985,HYD,FLAT,NO," 2,99,10,000.00 "
4,4651,GNT,INDP,FULLY," 2,33,48,020.00 "
4,4508,GNT,INDP,PARTIAL," 2,25,85,080.00 "
4,3934,VIJ,FLAT,NO," 2,12,43,600.00 "
4,4604,HYD,FLAT,NO," 2,76,24,000.00 "
4,4045,HYD,FLAT,FULLY," 2,43,50,900.00 "
4,4055,GNT,INDP,PARTIAL," 2,03,15,550.00 "
4,4723,GNT,INDP,NO," 2,36,15,000.00 "
4,4062,KKD,FLAT,NO," 1,82,79,000.00 "
4,3813,HYD,FLAT,NO," 2,28,78,000.00 "
4,4531,GNT,INDP,FULLY," 2,27,45,620.00 "
4,4346,GNT,INDP,PARTIAL," 2,17,73,460.00 "
4,4082,KKD,FLAT,NO," 1,83,69,000.00 "
4,4192,HYD,FLAT,NO," 2,51,52,000.00 "
4,3988,TPT,FLAT,FULLY," 2,24,12,560.00 "
4,4212,GNT,INDP,PARTIAL," 2,11,02,120.00 "
4,4351,TPT,INDP,NO," 2,43,65,600.00 "
4,3866,HYD,FLAT,NO," 2,31,96,000.00 "
4,4503,HYD,FLAT,NO," 2,70,18,000.00 "
4,4146,GNT,INDP,FULLY," 2,08,12,920.00 "
4,3761,GNT,INDP,PARTIAL," 1,88,42,610.00 "
4,4791,VIJ,FLAT,NO," 2,58,71,400.00 "
4,4682,HYD,FLAT,NO," 2,80,92,000.00 "
4,3881,HYD,FLAT,FULLY," 2,33,63,620.00 "
4,3906,GNT,INDP,PARTIAL," 1,95,69,060.00 "
4,4304,GNT,INDP,NO," 2,15,20,000.00 "
4,4637,KKD,FLAT,NO," 2,08,66,500.00 "
4,4177,HYD,FLAT,NO," 2,50,62,000.00 "
4,4235,GNT,INDP,FULLY," 2,12,59,700.00 "
4,3779,GNT,INDP,PARTIAL," 1,89,32,790.00 "
4,4803,KKD,FLAT,NO," 2,16,13,500.00 "
4,4473,HYD,FLAT,NO," 2,68,38,000.00 "
4,4307,TPT,FLAT,FULLY," 2,42,05,340.00 "
4,3789,GNT,INDP,PARTIAL," 1,89,82,890.00 "
4,3625,TPT,INDP,NO," 2,03,00,000.00 "
4,3597,HYD,FLAT,NO," 2,15,82,000.00 "
4,4295,HYD,FLAT,NO," 2,57,70,000.00 "
4,3636,GNT,INDP,FULLY," 1,82,52,720.00 "
4,4802,GNT,INDP,PARTIAL," 2,40,58,020.00 "
4,4735,VIJ,FLAT,NO," 2,55,69,000.00 "
4,3725,HYD,FLAT,NO," 2,23,50,000.00 "
4,4314,HYD,FLAT,FULLY," 2,59,70,280.00 "
4,4142,GNT,INDP,PARTIAL," 2,07,51,420.00 "
4,4263,GNT,INDP,NO," 2,13,15,000.00 "
4,3598,KKD,FLAT,NO," 1,61,91,000.00 "
4,4588,HYD,FLAT,NO," 2,75,28,000.00 "
4,4390,GNT,INDP,FULLY," 2,20,37,800.00 "
4,3603,GNT,INDP,PARTIAL," 1,80,51,030.00 "
4,3798,KKD,FLAT,NO," 1,70,91,000.00 "
4,3713,HYD,FLAT,NO," 2,22,78,000.00 "
4,4892,TPT,FLAT,FULLY," 2,74,93,040.00 "
4,4320,GNT,INDP,PARTIAL," 2,16,43,200.00 "
4,4046,TPT,INDP,NO," 2,26,57,600.00 "
4,3729,HYD,FLAT,NO," 2,23,74,000.00 "
4,4357,HYD,FLAT,NO," 2,61,42,000.00 "
4,4721,GNT,INDP,FULLY," 2,36,99,420.00 "
4,3910,GNT,INDP,PARTIAL," 1,95,89,100.00 "
4,4482,VIJ,FLAT,NO," 2,42,02,800.00 "
4,4768,HYD,FLAT,NO," 2,86,08,000.00 "
4,4644,HYD,FLAT,FULLY," 2,79,56,880.00 "
4,4696,GNT,INDP,PARTIAL," 2,35,26,960.00 "
4,3999,GNT,INDP,NO," 1,99,95,000.00 "
4,4981,KKD,FLAT,NO," 2,24,14,500.00 "
4,4598,HYD,FLAT,NO," 2,75,88,000.00 "
4,4472,GNT,INDP,FULLY," 2,24,49,440.00 "
4,4351,GNT,INDP,PARTIAL," 2,17,98,510.00 "
4,4755,KKD,FLAT,NO," 2,13,97,500.00 "
4,4102,HYD,FLAT,NO," 2,46,12,000.00 "
4,3658,TPT,FLAT,FULLY," 2,05,57,960.00 "
4,3644,GNT,INDP,PARTIAL," 1,82,56,440.00 "
4,3989,TPT,INDP,NO," 2,23,38,400.00 "
4,3739,HYD,FLAT,NO," 2,24,34,000.00 "
4,4951,HYD,FLAT,NO," 2,97,06,000.00 "
4,4097,GNT,INDP,FULLY," 2,05,66,940.00 "
4,4298,GNT,INDP,PARTIAL," 2,15,32,980.00 "
4,3749,VIJ,FLAT,NO," 2,02,44,600.00 "
4,4988,HYD,FLAT,NO," 2,99,28,000.00 "
4,4357,HYD,FLAT,FULLY," 2,62,29,140.00 "
4,3816,GNT,INDP,PARTIAL," 1,91,18,160.00 "
4,4817,GNT,INDP,NO," 2,40,85,000.00 "
4,4188,KKD,FLAT,NO," 1,88,46,000.00 "
4,3888,HYD,FLAT,NO," 2,33,28,000.00 "
4,4545,GNT,INDP,FULLY," 2,28,15,900.00 "
4,4928,GNT,INDP,PARTIAL," 2,46,89,280.00 "
4,4697,KKD,FLAT,NO," 2,11,36,500.00 "
4,4281,HYD,FLAT,NO," 2,56,86,000.00 "
4,3676,TPT,FLAT,FULLY," 2,06,59,120.00 "
4,3506,GNT,INDP,PARTIAL," 1,75,65,060.00 "
4,3598,TPT,INDP,NO," 2,01,48,800.00 "
4,4513,HYD,FLAT,NO," 2,70,78,000.00 "
4,4406,HYD,FLAT,NO," 2,64,36,000.00 "
4,3842,GNT,INDP,FULLY," 1,92,86,840.00 "
4,4791,GNT,INDP,PARTIAL," 2,40,02,910.00 "
4,4688,VIJ,FLAT,NO," 2,53,15,200.00 "
4,4161,HYD,FLAT,NO," 2,49,66,000.00 "
4,4147,HYD,FLAT,FULLY," 2,49,64,940.00 "
4,3538,GNT,INDP,PARTIAL," 1,77,25,380.00 "
4,3591,GNT,INDP,NO," 1,79,55,000.00 "
4,4865,KKD,FLAT,NO," 2,18,92,500.00 "
4,4089,HYD,FLAT,NO," 2,45,34,000.00 "
4,4919,GNT,INDP,FULLY," 2,46,93,380.00 "
4,4360,GNT,INDP,PARTIAL," 2,18,43,600.00 "
4,4780,KKD,FLAT,NO," 2,15,10,000.00 "
4,4076,HYD,FLAT,NO," 2,44,56,000.00 "
4,3901,TPT,FLAT,FULLY," 2,19,23,620.00 "
4,3682,GNT,INDP,PARTIAL," 1,84,46,820.00 "
4,3913,TPT,INDP,NO," 2,19,12,800.00 "
4,3619,HYD,FLAT,NO," 2,17,14,000.00 "
4,4513,HYD,FLAT,NO," 2,70,78,000.00 "
4,4927,GNT,INDP,FULLY," 2,47,33,540.00 "
4,4064,GNT,INDP,PARTIAL," 2,03,60,640.00 "
4,4894,VIJ,FLAT,NO," 2,64,27,600.00 "
4,4165,HYD,FLAT,NO," 2,49,90,000.00 "
4,4347,HYD,FLAT,FULLY," 2,61,68,940.00 "
4,4000,GNT,INDP,PARTIAL," 2,00,40,000.00 "
4,4219,GNT,INDP,NO," 2,10,95,000.00 "
4,4476,KKD,FLAT,NO," 2,01,42,000.00 "
4,3722,HYD,FLAT,NO," 2,23,32,000.00 "
4,4289,GNT,INDP,FULLY," 2,15,30,780.00 "
4,3844,GNT,INDP,PARTIAL," 1,92,58,440.00 "
4,4875,KKD,FLAT,NO," 2,19,37,500.00 "
4,4274,HYD,FLAT,NO," 2,56,44,000.00 "
4,4761,TPT,FLAT,FULLY," 2,67,56,820.00 "
4,4139,GNT,INDP,PARTIAL," 2,07,36,390.00 "
4,4525,TPT,INDP,NO," 2,53,40,000.00 "
4,4023,HYD,FLAT,NO," 2,41,38,000.00 "
4,3895,HYD,FLAT,NO," 2,33,70,000.00 "
4,4941,GNT,INDP,FULLY," 2,48,03,820.00 "
4,4261,GNT,INDP,PARTIAL," 2,13,47,610.00 "
4,4131,VIJ,FLAT,NO," 2,23,07,400.00 "
4,3790,HYD,FLAT,NO," 2,27,40,000.00 "
4,4590,HYD,FLAT,FULLY," 2,76,31,800.00 "
4,3550,GNT,INDP,PARTIAL," 1,77,85,500.00 "
4,3973,GNT,INDP,NO," 1,98,65,000.00 "
4,4659,KKD,FLAT,NO," 2,09,65,500.00 "
4,3973,HYD,FLAT,NO," 2,38,38,000.00 "
4,4045,GNT,INDP,FULLY," 2,03,05,900.00 "
4,4092,GNT,INDP,PARTIAL," 2,05,00,920.00 "
4,4855,KKD,FLAT,NO," 2,18,47,500.00 "
4,4501,HYD,FLAT,NO," 2,70,06,000.00 "
4,4577,TPT,FLAT,FULLY," 2,57,22,740.00 "
4,4484,GNT,INDP,PARTIAL," 2,24,64,840.00 "
4,4407,TPT,INDP,NO," 2,46,79,200.00 "
4,4124,HYD,FLAT,NO," 2,47,44,000.00 "
4,4171,HYD,FLAT,NO," 2,50,26,000.00 "
4,4439,GNT,INDP,FULLY," 2,22,83,780.00 "
4,4926,GNT,INDP,PARTIAL," 2,46,79,260.00 "
4,4914,VIJ,FLAT,NO," 2,65,35,600.00 "
4,4774,HYD,FLAT,NO," 2,86,44,000.00 "
4,4936,HYD,FLAT,FULLY," 2,97,14,720.00 "
4,4618,GNT,INDP,PARTIAL," 2,31,36,180.00 "
4,3780,GNT,INDP,NO," 1,89,00,000.00 "
4,4390,KKD,FLAT,NO," 1,97,55,000.00 "
4,3930,HYD,FLAT,NO," 2,35,80,000.00 "
4,4040,GNT,INDP,FULLY," 2,02,80,800.00 "
4,4317,GNT,INDP,PARTIAL," 2,16,28,170.00 "
4,4664,KKD,FLAT,NO," 2,09,88,000.00 "
4,4894,HYD,FLAT,NO," 2,93,64,000.00 "
4,4630,TPT,FLAT,FULLY," 2,60,20,600.00 "
4,3977,GNT,INDP,PARTIAL," 1,99,24,770.00 "
4,4607,TPT,INDP,NO," 2,57,99,200.00 "
4,3994,HYD,FLAT,NO," 2,39,64,000.00 "
4,4782,HYD,FLAT,NO," 2,86,92,000.00 "
4,4994,GNT,INDP,FULLY," 2,50,69,880.00 "
4,3615,GNT,INDP,PARTIAL," 1,81,11,150.00 "
4,4781,VIJ,FLAT,NO," 2,58,17,400.00 "
4,4249,HYD,FLAT,NO," 2,54,94,000.00 "
4,4884,HYD,FLAT,FULLY," 2,94,01,680.00 "
4,4164,GNT,INDP,PARTIAL," 2,08,61,640.00 "
4,4255,GNT,INDP,NO," 2,12,75,000.00 "
4,4698,KKD,FLAT,NO," 2,11,41,000.00 "
4,4070,HYD,FLAT,NO," 2,44,20,000.00 "
4,4994,GNT,INDP,FULLY," 2,50,69,880.00 "
4,4071,GNT,INDP,PARTIAL," 2,03,95,710.00 "
4,4537,KKD,FLAT,NO," 2,04,16,500.00 "
4,3508,HYD,FLAT,NO," 2,10,48,000.00 "
4,3601,TPT,FLAT,FULLY," 2,02,37,620.00 "
4,4186,GNT,INDP,PARTIAL," 2,09,71,860.00 "
4,4859,TPT,INDP,NO," 2,72,10,400.00 "
4,4340,HYD,FLAT,NO," 2,60,40,000.00 "
4,4487,HYD,FLAT,NO," 2,69,22,000.00 "
4,4825,GNT,INDP,FULLY," 2,42,21,500.00 "
4,4580,GNT,INDP,PARTIAL," 2,29,45,800.00 "
4,4305,VIJ,FLAT,NO," 2,32,47,000.00 "
4,3815,HYD,FLAT,NO," 2,28,90,000.00 "
4,3915,HYD,FLAT,FULLY," 2,35,68,300.00 "
4,4805,GNT,INDP,PARTIAL," 2,40,73,050.00 "
4,3865,GNT,INDP,NO," 1,93,25,000.00 "
4,4587,KKD,FLAT,NO," 2,06,41,500.00 "
4,3656,HYD,FLAT,NO," 2,19,36,000.00 "
4,4282,GNT,INDP,FULLY," 2,14,95,640.00 "
4,3585,GNT,INDP,PARTIAL," 1,79,60,850.00 "
4,4384,KKD,FLAT,NO," 1,97,28,000.00 "
4,3946,HYD,FLAT,NO," 2,36,76,000.00 "
4,4899,TPT,FLAT,FULLY," 2,75,32,380.00 "
4,3854,GNT,INDP,PARTIAL," 1,93,08,540.00 "
4,3774,TPT,INDP,NO," 2,11,34,400.00 "
4,4002,HYD,FLAT,NO," 2,40,12,000.00 "
4,3618,HYD,FLAT,NO," 2,17,08,000.00 "
4,3927,GNT,INDP,FULLY," 1,97,13,540.00 "
4,4995,GNT,INDP,PARTIAL," 2,50,24,950.00 "
4,4483,VIJ,FLAT,NO," 2,42,08,200.00 "
4,3906,HYD,FLAT,NO," 2,34,36,000.00 "
4,4757,HYD,FLAT,FULLY," 2,86,37,140.00 "
4,4841,GNT,INDP,PARTIAL," 2,42,53,410.00 "
4,4686,GNT,INDP,NO," 2,34,30,000.00 "
